Date,Close_aal,Close_algt,Close_alk,Close_dal,Close_ha,Close_luv,Close_cs,Close_db,Close_bcs,Close_gs,Close_ms,Close_wfc,Close_jnj,Close_mrk,Close_pfe,Close_bhc,Close_rhhby,Close_unh,Close_aapl,Close_amzn,Close_fb,Close_ibm,Close_msft,Close_goog,Close_sp500
2015-10-02,-0.014540815955591424,-0.010964308853368299,-0.012090252570475357,-0.011891675842325422,-0.018196482005661263,-0.0007810205675604642,0.02283100871731003,0.023378544494720988,0.025316455696202667,0.005624309609719047,-0.0022222222222222365,-0.003499241903173411,0.008157153765314007,0.015596516418807438,0.038944786432160816,0.015144771208972063,0.0030102046053519516,0.019037826781255207,0.00730056579667826,0.022699354083348666,0.012314491885029977,0.006894672523007683,0.021519815702313094,0.02555251282068305,0.014315289254205554
2015-10-05,0.04038306910735012,0.002180073327706644,0.020817587160797624,0.04657900705547169,0.05024707371305315,0.02397076539940679,0.021103937544802776,0.03905681794608773,0.013645224171539905,0.020846291758835456,0.02736242443525283,0.022434686790272496,0.008836388800170347,0.021739150812507768,0.012091837237494518,-0.10344448922712035,0.0036014105642256933,0.006900614206839739,0.0036238812692110933,0.020918645473035236,0.021070946019333237,0.030847910764311592,0.023260939214395426,0.023225022135674234,0.01828984107204601
2015-10-06,-0.05125648298722274,-0.03452740937265031,-0.07885310449372862,-0.03982110391441873,-0.0490196078431373,-0.0330788558035332,0.008743998410174925,0.007092162869072105,-0.0032051282051280827,-0.0021028777327538606,0.0021678537575764434,-0.007250543789353192,-0.014141029671991712,-0.02791335155182506,-0.02060928912783755,0.015538926289168753,0.0026913876402925307,-0.03008774709422901,0.004784220978516052,-0.011403790979669148,-0.012870960262292064,-0.001744457945593192,0.0025734290676939775,0.006188958453988258,-0.0035882362417535285
2015-10-07,0.030946760268902196,0.0251197979351927,0.01932110585430169,0.019960124196052087,0.012783463917525717,0.01868418421052631,-0.0023640268858955427,0.013732429577464789,0.011575562700964603,0.01059221897656637,0.01761430724306856,0.003075149011630751,0.016698833583789874,0.023092410102257155,0.015248550922581483,0.02307230120481929,-0.0292275582829572,0.003274424732242487,-0.004761441191678761,0.008298024421300454,-0.004310355464104965,0.008804926796645685,0.001069497326203095,-0.004771964846393306,0.008035633584403401
2015-10-08,0.010938717605222026,-0.005518107099104275,-0.0027642358461993366,-0.0006523809240102096,0.062296460191223924,0.0012916301031162813,-0.031200592417061634,-0.0138937820807995,0.005085823267641398,-0.0063655217333155045,0.0018221075007591736,0.006706304018131881,0.0010528426704723426,0.0013738763223969386,-0.006007840011779897,0.007890219538476906,0.0215054077267407,-0.0030060809069828442,-0.011554432207979803,-0.016201108919064455,0.0007575649186672972,0.01459126562972246,0.013888931920703618,-0.004981649035937452,0.008818435632298893
2015-10-09,0.06743824522203101,0.023605703496553998,0.0021118795641004162,0.02719756369011228,0.04599467228823295,0.030443783820628623,0.009783896869796305,0.033462523193466875,-0.006325110689437086,-0.01038275212525952,-0.008184328088249093,-0.007613284971197398,0.0030500735580547556,-0.0013719913759310254,0.004533152009670305,0.02786705646862253,-0.011729293233082805,0.027481004006185472,0.023926977168949648,0.012454076330294939,0.008326992448069781,0.00072235356397643,-0.0071654371514133786,0.006962282038897261,0.0007251113576554058
2015-10-12,0.03347482477486219,0.046765933146644345,0.02726554339477194,0.027324741099867378,0.030780431264916475,0.032048122985681715,0.012515139281388699,-0.006816666666666693,0.0012730744748568057,0.005803861757867512,0.00244492657564388,0.0007671845179744174,0.006500943488488842,-0.004710539652393653,-0.0006017147652396249,-0.01187902680596753,0.004260468525244532,0.027165297908073205,-0.004637923487765816,0.01924789594474774,0.010939554074207436,-0.008202638022197228,-0.0023349819075570988,0.0047544290351553276,0.0012754770636946855
2015-10-13,-0.0098083941605841,-0.039190766087989326,-0.05218617905337031,-0.015876288659793847,0.005687949011302873,-0.009704051195923102,-0.01196168261563002,-0.012354084157655598,-0.03623649078194535,0.004105892561857338,-0.005792622127823943,-0.006132598696818703,-0.0056255965335055835,-0.024452731698929808,-0.007224593400825152,-0.04227785876521628,0.005454545454545379,0.01208061363022428,0.0017025089605735566,-0.002344604582618426,-0.0014852429135319145,-0.010056927418664374,-0.0023404468085105323,0.008706148650787116,-0.006825424180004314
2015-10-14,0.00898408200875389,-0.01872740661897332,-0.0063582388083940344,0.018018018018018056,-0.01696719628960064,0.0004899559039686086,0.0012105729939237975,0.00416952730474196,-0.0032981530343008103,-0.008067668629785696,-0.00214658073760865,-0.006941785442695969,-0.009638533566428409,0.0014149989606830893,0.001819314736203781,0.06480476276276281,-0.004822182037371836,-0.01548510388717006,-0.01413364343859036,-0.007414842087891782,-0.0005312685763514402,0.0026066034823755135,-0.004478545627608188,-0.0017476851463623655,-0.004716274113390928
2015-10-15,0.015068493494714508,0.007866694522490336,0.03444528391199264,0.0069973245523768934,0.05177997309528837,0.009794368266405229,0.01813788867947963,0.013494844290657504,0.023825281270681842,0.030360493297322932,0.03288260501282725,0.023106776699029163,0.02771610100196864,0.023819135570869454,0.031477026892341886,-0.04749279898725034,0.016353755299818085,-0.015564856230031787,0.014971418201615183,0.03232198015991483,0.020091410651642327,0.0005333044641460116,0.00706936589545859,0.016247953557796402,0.01485277356212289
2015-10-16,-0.016869096195886057,-0.008174782778962109,-0.0019742168212338873,0.0038830778663396792,0.012307726495726534,-0.016488869229443703,0.020585946159936475,0.009900955619632779,0.007756948933419494,0.0011893706297274598,0.010116036592798805,0.0036060353692548563,0.011219721848281683,0.014984207117819226,0.009683039337849753,0.05145972201870452,0.01847434390720082,-0.0015810518695357212,-0.007330591811192555,0.014792703169074883,0.016465214844364473,0.0019988207608452324,0.010636035338695393,0.000695170319085614,0.004570474276163861
